Term 1,Term 2,frequency of bigram,frequency of context (Term 1), conditional probability of bigram
miércoles,que,1,1,1
que,"lleguen,",1,97,0.010309278
"lleguen,",nos,1,1,1
nos,podemos,1,7,0.142857143
podemos,quedar,1,2,0.5
quedar,Vanni,1,1,1
Vanni,y,1,1,1
yo,en,1,8,0.125
su,Airbnb?,1,17,0.058823529
Airbnb?,</s>,1,1,1
Pero,podemos,1,6,0.166666667
podemos,dormir,1,2,0.5
dormir,en,1,1,1
en,"esa,",1,61,0.016393443
"esa,",habría,1,1,1
habría,problema?,1,1,1
problema?,</s>,1,1,1
<s>,Vale,1,488,0.00204918
Vale,gracias,1,1,1
<s>,Mándenme,1,488,0.00204918
Mándenme,su,1,1,1
su,itinerario,1,17,0.058823529
itinerario,de,1,1,1
de,vuelo,1,74,0.013513514
vuelo,</s>,1,5,0.2
Ale,Aquí,1,10,0.1
Aquí,los,1,4,0.25
los,esperamos,1,24,0.041666667
esperamos,Muy,1,1,1
Muy,buenas,1,7,0.142857143
buenas,fotos,1,2,0.5
fotos,</s>,1,4,0.25
Ok,Ale,1,5,0.2
Ale,sin,1,10,0.1
Que,tengan,1,20,0.05
tengan,buen,1,1,1
buen,viaje,1,3,0.333333333
Como,van?,1,9,0.111111111
puerta,para,1,2,0.5
para,ir,1,28,0.035714286
a,"Estambul,",1,72,0.013888889
"Estambul,",</s>,1,1,1
<s>,puede,1,488,0.00204918
puede,que,1,7,0.142857143
que,pierda,1,97,0.010309278
pierda,el,1,1,1
Mexico,porque,1,3,0.333333333
porque,se,1,6,0.166666667
se,atraso,1,31,0.032258065
atraso,el,1,1,1
y,sólo,1,60,0.016666667
sólo,tengo,1,6,0.166666667
tengo,01:30,1,11,0.090909091
01:30,de,1,1,1
de,espacio,1,74,0.013513514
espacio,entre,1,2,0.5
entre,un,1,3,0.333333333
un,vuelo,1,17,0.058823529
otro,</s>,1,4,0.25
<s>,Pues,1,488,0.00204918
Pues,esperar,1,1,1
me,pongan,1,19,0.052631579
pongan,en,1,1,1
siguiente,vuelo,1,2,0.5
Mexico,o,1,3,0.333333333
o,ya,1,6,0.166666667
ya,veré,1,25,0.04
veré,qué,1,1,1
qué,hacer,1,4,0.25
hacer,</s>,1,8,0.125
Si,ma,1,11,0.090909091
ma,no,1,10,0.1
te,preocupes,1,7,0.142857143
preocupes,Gracias,1,1,1
Gracias,</s>,1,6,0.166666667
Mexico,Tuve,1,3,0.333333333
Tuve,que,1,1,1
que,correrle,1,97,0.010309278
correrle,bien,1,1,1
bien,fuerte,1,23,0.043478261
fuerte,pa,1,1,1
pa,llegar,1,1,1
llegar,al,1,1,1
al,avión,1,14,0.071428571
avión,quede,1,3,0.333333333
quede,todo,1,1,1
todo,sudado,1,6,0.166666667
sudado,</s>,1,1,1
Ale,Te,1,10,0.1
Te,ves,1,4,0.25
ves,muy,1,1,1
muy,chido,1,8,0.125
<s>,Mi,1,488,0.00204918
Mi,ma,1,1,1
ma,está,1,10,0.1
está,fuera,1,6,0.166666667
fuera,</s>,1,2,0.5
<s>,Están,1,488,0.00204918
Están,buenas,1,1,1
buenas,jajaja,1,2,0.5
jajaja,</s>,1,2,0.5
